source_file,canonical_url,title,primary_content_mode,intended_audience,intended_user_outcome,primary_topic,secondary_topic,business_relevance_0_5,search_relevance_0_5,originality_or_first_hand_value_0_5,evidence_requirement_0_5,existing_evidence_quality_0_5,present_internal_link_support,present_external_link_support,impressions,clicks,average_position,click_through_rate,indexed_status,recommended_treatment,classification_confidence,mode_signals,field_provenance,search_metrics_status,query_language,query_language_status,seo_title,markdown_h1,rendered_h1_status,opening_paragraph,headings,internal_anchor_text,search_snippet,search_snippet_status,title_body_token_overlap_0_1,title_delivery_correspondence_status
src/lib/posts/sadness-scarab-calcutta-depression.md,https://www.suvroghosh.in/blog/mental-health/sadness-scarab-calcutta-depression,The Scarab Under the Skin,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,Nervous System,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"BD: Bipolar Disorder, a mood disorder where depression, agitation, irritability, energy changes, sleep disturbance, and mood elevation can appear in different mixtures.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/samir-ranjan-das-and-the-visual-mind.md,https://www.suvroghosh.in/blog/personal/samir-ranjan-das-and-the-visual-mind,Samir Ranjan Das and the Visual Mind,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Stony Brook,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used: PhD means Doctor of Philosophy, the highest university research degree. US means United States, where many Indian scientists, engineers, and professors build long careers. OPNET means Optimized Network Engineering Tools, a simulation platform once used for modeling communication networks. AI means Artificial Intelligence, software that perfor…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/saturday-mathematics-and-the-end-of-usefulness.md,https://www.suvroghosh.in/blog/personal-essay/saturday-mathematics-and-the-end-of-usefulness,Saturday Mathematics and the End of Usefulness,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Purple Book,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The purple book rests upon my thighs like a contusion that has somehow mastered the art of typography, its cover the precise shade of a bruise transitioning from violet to necrotic yellow, and I am staring at its promises—that mathematics can be gentle, that numbers have a human face, that equations can be approached without the trembling terror of a school…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/schooling-in-calcutta.md,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,Schooling in Calcutta,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Thick Glasses,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used: ICSE — Indian Certificate of Secondary Education, the school examination many English-medium students in India take around Class 10. WWA — Women's Welfare Association, part of the old school name, grand in sound if not always visible in daily welfare. US — United States, the country where I studied, worked, bought too many books, and learned …",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/science-is-not-a-solitary-organ.md,https://www.suvroghosh.in/blog/science/science-is-not-a-solitary-organ,Science Is Not a Solitary Organ,search-oriented scientific explainer,science or mathematics learners and technically curious readers,build an accurate conceptual understanding of a scientific topic,Science,Source Systems,3,5,4,4,0,YES — 4 link(s),NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,scientific or mathematical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. EHR: Electronic Health Record. the clinical system where patient care is documented and managed. IT: Information Technology. the practice of building, operating, and supporting computing systems. UTHSCSA: Unive…",Related Posts,"First Principles Thinking in Calcutta, Healthcare, and the Machinery of Reality | Confounding Factors | The Premature Bedside Manner of Large Language Models | Applied Multivariate Statistical Modeling in Healthcare IT",,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.667,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/screenagers-growing-up-in-the-digital-age.md,https://www.suvroghosh.in/blog/video/screenagers-growing-up-in-the-digital-age,Watch: Screenagers on Growing Up with Screens,archival or private-value writing,existing readers and people seeking the author’s archive,"preserve or revisit a personal, media, or time-specific record",Video,Screen Time,0,0,4,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,media/archive category with limited accompanying text,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"This Romanian-language upload presents Screenagers: Growing Up in the Digital Age, physician and filmmaker Delaney Ruston’s documentary about children, teenagers and the screens woven into their daily lives. Ruston turns the camera on her own family and other young people, using arguments over phones, social media, gaming, schoolwork and online cruelty to m…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/scrolling-versus-reading-sequential-mind.md,https://www.suvroghosh.in/blog/technology/scrolling-versus-reading-sequential-mind,"Why Scrolling Beats Reading, Until It Ruins the Reader",search-oriented technical explainer,"technical practitioners, students, and technically curious readers",understand or apply a technical concept,Technology,Scrolling,3,5,3,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,technical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used in this post: AI — Artificial Intelligence, computer systems that perform tasks we normally associate with human intelligence, such as language, prediction, pattern recognition, and decision support.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/second-mouth.md,https://www.suvroghosh.in/blog/short-fiction/second-mouth,The Second Mouth,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Tea Stall,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,The first man to divide was eating kochuri beside the tram depot at Esplanade.,THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/self-gaslit-minds-and-ai-pretension.md,https://www.suvroghosh.in/blog/technology/self-gaslit-minds-and-ai-pretension,Self-Gaslit Minds in the Age of AI,search-oriented technical explainer,"technical practitioners, students, and technically curious readers",understand or apply a technical concept,Technology,Interface Conceals,3,5,4,4,0,YES — 4 link(s),NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,technical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. IT: Information Technology. the practice of building, operating, and supporting computing systems.",Related Posts,"Failing Well Without Looking Successful | AI, Meaningful Work, and the Trust Collapse | Political Promises and the Hard Floor of Reality | The Premature Bedside Manner of Large Language Models",,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/sensible-consumer-in-a-pufferfish-world.md,https://www.suvroghosh.in/blog/society/sensible-consumer-in-a-pufferfish-world,The Pufferfish Economy,current-affairs analysis,readers seeking contextual analysis of public events,"understand an event, policy, or geopolitical development in context",society,Puffer Fish,1,3,3,5,0,YES — 4 link(s),NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,"political, economic, geopolitical, or current-event metadata",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. IT: Information Technology. the practice of building, operating, and supporting computing systems.",Related Posts,Failing Well Without Looking Successful | India’s White-Collar Issue | The Premature Bedside Manner of Large Language Models | Political Promises and the Hard Floor of Reality,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/settled-water.md,https://www.suvroghosh.in/blog/short-fiction/settled-water,Settled Water,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Tapan Dey,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"By eight in the morning, the lane behind Bansdroni Market had already become a small, bad-tempered river.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/shadow-architecture-clinical-ai.md,https://www.suvroghosh.in/blog/healthcare-it/shadow-architecture-clinical-ai,Clinical AI Needs A Shadow Architecture First,search-oriented technical explainer,"technical practitioners, students, and technically curious readers",understand or apply a technical concept,Healthcare-IT,Shadow Architecture,4,5,3,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,healthcare-technology category without explicit first-hand cue,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,The alert appears before anyone can admire the algorithm.,What The Shadow Holds | The Cast Is Larger Than The Demo | Why We Needed It Before We Named It | Where It Appears | Failure Is Not Theoretical | The Layers | The Tools Beneath The Tools | What We Misunderstand | The Patient Does Not Need A Demo,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/shadow-citizen-of-my-own-room.md,https://www.suvroghosh.in/blog/personal-essay/shadow-citizen-of-my-own-room,"Still Here, In The Corner Room",personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Destiny,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used: United States [US, the country where I once worked and built another version of my life]; Search Engine Optimization [SEO, the practice of making writing easier for search engines and readers to discover]; Artificial Intelligence [AI, software systems that imitate or automate parts of human reasoning, pattern recognition, and language].",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/shallow-water-loud-television.md,https://www.suvroghosh.in/blog/essay/shallow-water-loud-television,"Shallow Water, Loud Television",evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Essay,Reporter,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"TRP means Television Rating Point, the crude little number by which television attention is measured and sold to advertisers. Amrit Kaal is a political phrase meaning a supposedly golden or auspicious national period, though in ordinary lanes it often arrives disguised as a broken drain. Hyperlocal forecast means a weather warning precise enough to tell you…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/sharper_teeth.md,https://www.suvroghosh.in/blog/essay/sharper_teeth,Sharper Teeth,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Essay,Rabbits Breed,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The bathroom mirror at three in the morning is a treacherous, unforgiving slab of silvered glass, and there, staring back at me, is a man whose left nostril harbors a hair so prodigiously black and curled that it resembles, with horrifying exactitude, the severed leg of a spider that has drowned in a puddle of cheap aftershave, and I stand there, toothbrush…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/shiva-and-the-poison-in-the-throat.md,https://www.suvroghosh.in/blog/personal-essay/shiva-and-the-poison-in-the-throat,Shiva and the Poison in the Throat,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Poison,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Initial Public Offering [IPO]: A company’s first public sale of shares; in this essay, used as a comic metaphor for the great jackpot fantasy of existence. ---",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/shortchanged-from-dollar-to-paise.md,https://www.suvroghosh.in/blog/personal-essay/shortchanged-from-dollar-to-paise,Shortchanged From Dollar To Paise,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,San Antonio,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"WWA: WWA Cossipore English School, my childhood school in north Calcutta.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/silk-season.md,https://www.suvroghosh.in/blog/short-fiction/silk-season,Silk Season,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Prabir Babu,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"By the time the first spider woman was seen on the balcony of Nirmal Bhavan, the pesticide had already sold out from Gariahat to Shyambazar.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/simpsons-paradox-i-see-around-me.md,https://www.suvroghosh.in/blog/statistics/simpsons-paradox-i-see-around-me,Simpson's Paradox I See Around Me,search-oriented scientific explainer,science or mathematics learners and technically curious readers,build an accurate conceptual understanding of a scientific topic,Statistics,Simpson's Paradox,2,5,4,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,scientific or mathematical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The ceiling fan in my study has three speeds, and I have spent the better part of a humid June afternoon trying to determine whether the slowest setting actually moves more air than the fastest, or whether the illusion of stillness at high speed is itself a kind of statistical trick played by the eye upon the mind. The blades blur into a grey disc, and the …",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/sinusoidal-dementia.md,https://www.suvroghosh.in/blog/mental-health/sinusoidal-dementia,Sinusoidal Dementia,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,Transhumanists,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The Audio-Technica ATH-M20x Over-Ear Professional Studio Monitor headphones, those malignant pleather-padded clamping engines of auditory imprisonment, have been locked around my skull like a vice engineered by a sadistic audiologist for three hours now, cultivating a tropical greenhouse of sebum, hair pomade, and what I can only describe as a bacterial eff…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
