candidate_id,issue_type,source_file_a,url_a,title_a,source_file_b,url_b,title_b,body_cosine_similarity,title_cosine_similarity,shared_tags,document_count,repeated_passage_excerpt,detection_rule,assessment_status,recommended_editorial_review
CORPUS-00097,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/how-are-you-and-other-small-cruelties.md,https://www.suvroghosh.in/blog/personal-satire/how-are-you-and-other-small-cruelties,How Are You and Other Small Cruelties,src/lib/posts/i-could-have-been-a-simple-fool.md,https://www.suvroghosh.in/blog/personal-essay/i-could-have-been-a-simple-fool,I Could Have Been a Simple Fool,,,,4,Produce | Produces,case/punctuation/simple singular normalization converged on “produce”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00098,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/i-could-have-been-a-simple-fool.md,https://www.suvroghosh.in/blog/personal-essay/i-could-have-been-a-simple-fool,I Could Have Been a Simple Fool,src/lib/posts/poison-wears-a-clean-shirt.md,https://www.suvroghosh.in/blog/personal-essay/poison-wears-a-clean-shirt,Poison Often Wears a Clean Shirt,,,,3,Doubt | Doubts,case/punctuation/simple singular normalization converged on “doubt”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00099,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/india-ehr-hie-ai-constraints.md,https://www.suvroghosh.in/blog/healthcare-it/india-ehr-hie-ai-constraints,Why EHR and HIE Struggle in India but AI Diagnostics might not,src/lib/posts/the-water-remembers.md,https://www.suvroghosh.in/blog/short-fiction/the-water-remembers,The Water Remembers,,,,2,Diagnostic | Diagnostics,case/punctuation/simple singular normalization converged on “diagnostic”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00100,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/india-hoodlums-goons-assortment.md,https://www.suvroghosh.in/blog/society/india-hoodlums-goons-assortment,Why India Produces So Many Different Species of Goons,,,,,,,1,Goon | Goons,case/punctuation/simple singular normalization converged on “goon”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00101,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/insect-forms-of-a-calcutta-life.md,https://www.suvroghosh.in/blog/personal-essay/insect-forms-of-a-calcutta-life,Insect Forms of a Calcutta Life,src/lib/posts/large-common-insects-and-arachnids-in-urban-calcutta.md,https://www.suvroghosh.in/blog/natural-history/large-common-insects-and-arachnids-in-urban-calcutta,Pests we love,,,,2,Insect | Insects,case/punctuation/simple singular normalization converged on “insect”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00102,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/insect-forms-of-a-calcutta-life.md,https://www.suvroghosh.in/blog/personal-essay/insect-forms-of-a-calcutta-life,Insect Forms of a Calcutta Life,src/lib/posts/large-common-insects-and-arachnids-in-urban-calcutta.md,https://www.suvroghosh.in/blog/natural-history/large-common-insects-and-arachnids-in-urban-calcutta,Pests we love,,,,2,Termite | Termites,case/punctuation/simple singular normalization converged on “termite”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00103,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/label-road.md,https://www.suvroghosh.in/blog/short-fiction/label-road,Label: Road,src/lib/posts/the-robot-begins-as-a-loose-wire.md,https://www.suvroghosh.in/blog/technology/the-robot-begins-as-a-loose-wire,The Robot Begins as a Loose Wire,,,,2,Sensor | Sensors,case/punctuation/simple singular normalization converged on “sensor”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00104,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/linkedin-job-market-india-national-xray.md,https://www.suvroghosh.in/blog/society/linkedin-job-market-india-national-xray,"LinkedIn, Unemployment, and the National X-Ray",src/lib/posts/subscription-to-oblivion.md,https://www.suvroghosh.in/blog/essay/subscription-to-oblivion,Subscription to Oblivion,,,,3,Perform | Performs,case/punctuation/simple singular normalization converged on “perform”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00105,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/lout.md,https://www.suvroghosh.in/blog/personal-essay/lout,The Dawn Is Still Open,src/lib/posts/tea-with-george-orwell.md,https://www.suvroghosh.in/blog/essay/tea-with-george-orwell,Tea with George Orwell,,,,2,Repeat | Repeats,case/punctuation/simple singular normalization converged on “repeat”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00106,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/mental-health-polypharmacy-decision-support.md,https://www.suvroghosh.in/blog/healthcare-it/mental-health-polypharmacy-decision-support,"Mental Health Polypharmacy Needs Real Decision Support, Not Another Checkbox",,,,,,,1,Dopamine Agonist | Dopamine Agonists,case/punctuation/simple singular normalization converged on “dopamine agonist”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00107,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/mind-as-emergence-not-magic.md,https://www.suvroghosh.in/blog/neuroscience/mind-as-emergence-not-magic,"Mind Is What the Brain Does, Not a Ghost in the Attic",,,,,,,1,Neuron | Neurons,case/punctuation/simple singular normalization converged on “neuron”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00108,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/mindfulness-calcutta-4am.md,https://www.suvroghosh.in/blog/calcutta/mindfulness-calcutta-4am,Mindfulness?,src/lib/posts/mood-bellwethers-before-a-low.md,https://www.suvroghosh.in/blog/personal-essay/mood-bellwethers-before-a-low,Mood Bellwethers Before a Low,,,,5,Thought | Thoughts,case/punctuation/simple singular normalization converged on “thought”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00109,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/moon-without-skin.md,https://www.suvroghosh.in/blog/short-fiction/moon-without-skin,Moon Without Skin,,,,,,,1,Lump | Lumps,case/punctuation/simple singular normalization converged on “lump”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00110,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/mycin-expert-system-clinical-ai-calcutta-readable.md,https://www.suvroghosh.in/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,MYCIN: The 1970s Medical AI That Knew How to Explain Itself,src/lib/posts/premature-llm-deployment-clinical-trials-ai-safety.md,https://www.suvroghosh.in/blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety,The Chatbot Arrived Before the Seatbelt,,,,2,User | Users,case/punctuation/simple singular normalization converged on “user”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00111,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/natural-selection-across-timescales.md,https://www.suvroghosh.in/blog/systems-thinking/natural-selection-across-timescales,Natural Selection Is Not Just About Animals,,,,,,,1,Timescale | Timescales,case/punctuation/simple singular normalization converged on “timescale”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00112,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/natural-selection-across-timescales.md,https://www.suvroghosh.in/blog/systems-thinking/natural-selection-across-timescales,Natural Selection Is Not Just About Animals,src/lib/posts/the-useful-box-and-the-bengali-problem-of-too-many-choices.md,https://www.suvroghosh.in/blog/systems-thinking/the-useful-box-and-the-bengali-problem-of-too-many-choices,The Useful Box and the Bengali Problem of Too Many Choices,,,,2,Constraint | Constraints,case/punctuation/simple singular normalization converged on “constraint”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00113,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/nightmare-wrapped-in-skin.md,https://www.suvroghosh.in/blog/personal-essay/nightmare-wrapped-in-skin,Nightmare Wrapped in Skin,src/lib/posts/society-with-open-drains-and-polished-shoes.md,https://www.suvroghosh.in/blog/personal-essay/society-with-open-drains-and-polished-shoes,Society With Open Drains and Polished Shoes,,,,2,Arrive | Arrives,case/punctuation/simple singular normalization converged on “arrive”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00114,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/no-ambition-left-cold-tea.md,https://www.suvroghosh.in/blog/personal-essay/no-ambition-left-cold-tea,"No Ambition Left, Only Cold Tea",src/lib/posts/sql-or-sequel-the-immortal-language-of-data.md,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,"SQL, or Sequel: The Immortal Language of Data",,,,3,Database | Databases,case/punctuation/simple singular normalization converged on “database”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00115,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/perceptron-from-scratch-in-mojo.md,https://www.suvroghosh.in/blog/mojollm/perceptron-from-scratch-in-mojo,A Perceptron from Scratch in Mojo,src/lib/posts/spudcell-and-the-border-of-life.md,https://www.suvroghosh.in/blog/science/spudcell-and-the-border-of-life,The SpudCell and the Border of Life,,,,3,Cell | Cells,case/punctuation/simple singular normalization converged on “cell”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00116,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/perceptron-from-scratch-in-mojo.md,https://www.suvroghosh.in/blog/mojollm/perceptron-from-scratch-in-mojo,A Perceptron from Scratch in Mojo,src/lib/posts/xor-with-multiple-perceptrons-in-mojo.md,https://www.suvroghosh.in/blog/mojollm/xor-with-multiple-perceptrons-in-mojo,XOR from Scratch in Mojo with Multiple Perceptrons,,,,2,Perceptron | Perceptrons,case/punctuation/simple singular normalization converged on “perceptron”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00117,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/pest-department-in-my-skull.md,https://www.suvroghosh.in/blog/personal-essay/pest-department-in-my-skull,The Pest Department in My Skull,src/lib/posts/the-terrace-republic.md,https://www.suvroghosh.in/blog/personal-essay/the-terrace-republic,The Terrace Republic,,,,2,Stamp | Stamps,case/punctuation/simple singular normalization converged on “stamp”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00118,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/pharmacy-bandh-online-medicine-and-the-crime-of-convenience.md,https://www.suvroghosh.in/blog/healthcare-it/pharmacy-bandh-online-medicine-and-the-crime-of-convenience,The Pharmacy Bandh Is Not About Apps. It Is About Trust Being Sold by the Strip.,,,,,,,1,Chemist | Chemists,case/punctuation/simple singular normalization converged on “chemist”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00119,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/politics-as-a-machine-for-spoiling-ordinary-people.md,https://www.suvroghosh.in/blog/politics/politics-as-a-machine-for-spoiling-ordinary-people,Politics Is a Machine for Spoiling Ordinary People,src/lib/posts/shallow-water-loud-television.md,https://www.suvroghosh.in/blog/essay/shallow-water-loud-television,"Shallow Water, Loud Television",,,,3,Citizen | Citizens,case/punctuation/simple singular normalization converged on “citizen”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00120,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/premature-llm-deployment-clinical-trials-ai-safety.md,https://www.suvroghosh.in/blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety,The Chatbot Arrived Before the Seatbelt,src/lib/posts/the_pharmakon_of_woodlice.md,https://www.suvroghosh.in/blog/essay/the_pharmakon_of_woodlice,The Pharmakon of Woodlice,,,,2,Pill | Pills,case/punctuation/simple singular normalization converged on “pill”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00121,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/private-nuisance-at-five-thirty-in-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/private-nuisance-at-five-thirty-in-calcutta,A Private Nuisance at Five-Thirty in Calcutta,src/lib/posts/the-public-mouth.md,https://www.suvroghosh.in/blog/short-fiction/the-public-mouth,The Public Mouth,,,,2,Molar | Molars,case/punctuation/simple singular normalization converged on “molar”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00122,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/private-nuisance-at-five-thirty-in-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/private-nuisance-at-five-thirty-in-calcutta,A Private Nuisance at Five-Thirty in Calcutta,src/lib/posts/trauma-chronic-angst-bipolar-disorder.md,https://www.suvroghosh.in/blog/mental-health/trauma-chronic-angst-bipolar-disorder,When Suffering Refuses to Leave the Room,,,,2,Relationship | Relationships,case/punctuation/simple singular normalization converged on “relationship”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00123,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/ram-bharose-is-no-bharosa.md,https://www.suvroghosh.in/blog/personal-essay/ram-bharose-is-no-bharosa,Ram Bharose Is No Bharosa,src/lib/posts/saturday-mathematics-and-the-end-of-usefulness.md,https://www.suvroghosh.in/blog/personal-essay/saturday-mathematics-and-the-end-of-usefulness,Saturday Mathematics and the End of Usefulness,,,,2,Ram | RAM,case/punctuation/simple singular normalization converged on “ram”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00124,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/rath-yatra-recursion.md,https://www.suvroghosh.in/blog/personal-essay/rath-yatra-recursion,The Juggernaut of My Own Mouth,,,,,,,1,Chariot | Chariots,case/punctuation/simple singular normalization converged on “chariot”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00125,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/shadow-citizen-of-my-own-room.md,https://www.suvroghosh.in/blog/personal-essay/shadow-citizen-of-my-own-room,"Still Here, In The Corner Room",src/lib/posts/why-i-write-on-small-things.md,https://www.suvroghosh.in/blog/personal-essay/why-i-write-on-small-things,Why I Write on Small Things,,,,2,Leave | Leaves,case/punctuation/simple singular normalization converged on “leave”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00126,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/slow-poisoning-republic.md,https://www.suvroghosh.in/blog/society/slow-poisoning-republic,Slow Poisoning Republic,,,,,,,1,Cheat | Cheats,case/punctuation/simple singular normalization converged on “cheat”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00127,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/sludgegpt-and-the-mirage-of-machine-understanding.md,https://www.suvroghosh.in/blog/artificial-intelligence/sludgegpt-and-the-mirage-of-machine-understanding,SludgeGPT and the Mirage of Machine Understanding,src/lib/posts/the_banyans_under_ballygunge.md,https://www.suvroghosh.in/blog/short-fiction/the_banyans_under_ballygunge,The Banyans Under Ballygunge,,,,2,Root | Roots,case/punctuation/simple singular normalization converged on “root”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00128,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/spacetime-laboratory-einstein-equations.md,https://www.suvroghosh.in/blog/visualizations/spacetime-laboratory-einstein-equations,Spacetime Laboratory,src/lib/posts/the-compressor-and-the-small-black-hole.md,https://www.suvroghosh.in/blog/personal-essay/the-compressor-and-the-small-black-hole,The Compressor and the Small Black Hole,,,,4,Black Hole | Black Holes,case/punctuation/simple singular normalization converged on “black hole”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00129,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/synthetic_music_and_the_crowded_miracle.md,https://www.suvroghosh.in/blog/technology/synthetic_music_and_the_crowded_miracle,When Nothing Beats Something,,,,,,,1,Artist | Artists,case/punctuation/simple singular normalization converged on “artist”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00130,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/synthetic_music_and_the_crowded_miracle.md,https://www.suvroghosh.in/blog/technology/synthetic_music_and_the_crowded_miracle,When Nothing Beats Something,src/lib/posts/the-language-under-hatibagan.md,https://www.suvroghosh.in/blog/short-fiction/the-language-under-hatibagan,The Language Under Hatibagan,,,,2,Listener | Listeners,case/punctuation/simple singular normalization converged on “listener”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00131,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/tea-depression-and-the-probability-of-a-blog.md,https://www.suvroghosh.in/blog/personal-essay/tea-depression-and-the-probability-of-a-blog,"Tea, Depression, and the Probability of a Blog",src/lib/posts/the-cephalalgia-chronicles.md,https://www.suvroghosh.in/blog/personal-essay/the-cephalalgia-chronicles,The Cephalalgia Chronicles,,,,4,Headache | Headaches,case/punctuation/simple singular normalization converged on “headache”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00132,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the_Blister_Labels.md,https://www.suvroghosh.in/blog/short-fiction/the_Blister_Labels,The Blister Labels,src/lib/posts/the-cheapest-soil.md,https://www.suvroghosh.in/blog/short-fiction/the-cheapest-soil,The Cheapest Soil,,,,2,Tongue | Tongues,case/punctuation/simple singular normalization converged on “tongue”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00133,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the_week_of_low_water.md,https://www.suvroghosh.in/blog/short-fiction/the_week_of_low_water,The Week of Low Water,,,,,,,1,Boat | Boats,case/punctuation/simple singular normalization converged on “boat”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00134,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-AI-Alignment-and-Human-Learning-Calcutta.md,https://www.suvroghosh.in/blog/artificial-intelligence/the-AI-Alignment-and-Human-Learning-Calcutta,When Brains Are Bright but Systems Are Blind,,,,,,,1,Environment | Environments,case/punctuation/simple singular normalization converged on “environment”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00135,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-animals-that-did-not-know-smiling.md,https://www.suvroghosh.in/blog/short-fiction/the-animals-that-did-not-know-smiling,The Animals That Did Not Know Smiling,,,,,,,1,Crayon | Crayons,case/punctuation/simple singular normalization converged on “crayon”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00136,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-axiom-of-linearity.md,https://www.suvroghosh.in/blog/mathematics/the-axiom-of-linearity,"The Axiom of Linearity: Why Civilization Keeps Trying to Solve the Same Equation, and the Beautiful, Brutal Ways We've Learned to Cheat at It",,,,,,,1,Decomposition | Decompositions,case/punctuation/simple singular normalization converged on “decomposition”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00137,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-belly-wall.md,https://www.suvroghosh.in/blog/short-fiction/the-belly-wall,The Belly Wall,src/lib/posts/the-terrace-republic.md,https://www.suvroghosh.in/blog/personal-essay/the-terrace-republic,The Terrace Republic,,,,2,Wall | Walls,case/punctuation/simple singular normalization converged on “wall”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00138,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-ghost-as-perception.md,https://www.suvroghosh.in/blog/philosophy/the-ghost-as-perception,The Ghost as Perception,src/lib/posts/the-polished-ghost-of-banamali-lane.md,https://www.suvroghosh.in/blog/short-fiction/the-polished-ghost-of-banamali-lane,The Polished Ghost of Banamali Lane,,,,2,Ghost | Ghosts,case/punctuation/simple singular normalization converged on “ghost”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00139,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-glandular-weather-of-july-fifteenth.md,https://www.suvroghosh.in/blog/personal-essay/the-glandular-weather-of-july-fifteenth,The Glandular Weather,,,,,,,1,Electrostatic Chuck | Electrostatic Chucks,case/punctuation/simple singular normalization converged on “electrostatic chuck”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00140,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-gracefully-grotesque-collapse.md,https://www.suvroghosh.in/blog/essay/the-gracefully-grotesque-collapse,The Gracefully Grotesque Collapse,,,,,,,1,Hump | Humps,case/punctuation/simple singular normalization converged on “hump”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00141,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-ground-we-dream-on.md,https://www.suvroghosh.in/blog/personal-essay/the-ground-we-dream-on,The Ground We Dream On,,,,,,,1,Tower | Towers,case/punctuation/simple singular normalization converged on “tower”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00142,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-history-of-the-shape-of-atoms.md,https://www.suvroghosh.in/blog/science/the-history-of-the-shape-of-atoms,The History of the Shape of Atoms,,,,,,,1,Atom | Atoms,case/punctuation/simple singular normalization converged on “atom”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00143,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-man-who-became-his-own-waiting-room.md,https://www.suvroghosh.in/blog/personal-essay/the-man-who-became-his-own-waiting-room,The Man Who Became His Own Waiting Room,,,,,,,1,Wait | Waits,case/punctuation/simple singular normalization converged on “wait”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00144,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-many-body-problem-of-indian-life.md,https://www.suvroghosh.in/blog/personal-essay/the-many-body-problem-of-indian-life,The Many-Body Problem of Indian Life,src/lib/posts/the-moat-has-mosquitoes.md,https://www.suvroghosh.in/blog/personal-essay/the-moat-has-mosquitoes,The Moat Has Mosquitoes,,,,2,Pull | Pulls,case/punctuation/simple singular normalization converged on “pull”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00145,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-new-shop.md,https://www.suvroghosh.in/blog/short-fiction/the-new-shop,The New Shop,src/lib/posts/the-Return-of-the-Sweets.md,https://www.suvroghosh.in/blog/short-fiction/the-Return-of-the-Sweets,The Return of the Sweets,,,,2,Rosogolla | Rosogollas,case/punctuation/simple singular normalization converged on “rosogolla”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00146,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-router-behind-the-television.md,https://www.suvroghosh.in/blog/cybersecurity/the-router-behind-the-television,The Router Behind the Television,,,,,,,1,Password | Passwords,case/punctuation/simple singular normalization converged on “password”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00147,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-thermodynamics-of-fishy-things.md,https://www.suvroghosh.in/blog/artificial-intelligence/the-thermodynamics-of-fishy-things,The Thermodynamics of Fishy Things,src/lib/posts/why-i-write-on-small-things.md,https://www.suvroghosh.in/blog/personal-essay/why-i-write-on-small-things,Why I Write on Small Things,,,,2,Sweat | Sweats,case/punctuation/simple singular normalization converged on “sweat”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00148,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/the-vermicular-parliament-of-my-unhinged-cranium.md,https://www.suvroghosh.in/blog/personal-essay/the-vermicular-parliament-of-my-unhinged-cranium,The Vermicular Parliament,src/lib/posts/war-spillovers-ukraine-iran-technology.md,https://www.suvroghosh.in/blog/technology/war-spillovers-ukraine-iran-technology,"Ukraine, Iran, and Civilian Technology",,,,2,Drone | Drones,case/punctuation/simple singular normalization converged on “drone”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
